Shipment_ID,Date,Region,Transport_Mode,Priority,Shipment_Volume_kg,Distance_km,Delivery_Time_days,Transport_Cost,Handling_Cost,Total_Cost,Fuel_Cost,On_Time,Weather_Delay_days
S0711,2025-12-22 00:00:00,West,Road,Standard,363.13,1050.2,28.66,324.16,290.1,614.25,231.74,0,2
S0712,2025-12-22 12:00:00,East,Road,Standard,153.41,64.6,3.02,8.42,236.97,245.39,5.91,1,0
S0713,2025-12-23 00:00:00,West,Air,Standard,569.67,435.6,1.88,769.32,361.04,1130.36,429.43,1,0
S0714,2025-12-23 12:00:00,West,Road,Standard,644.0,1175.0,31.06,643.19,514.25,1157.44,393.04,0,1
S0715,2025-12-24 00:00:00,West,Road,Standard,456.7,1368.6,34.11,531.27,372.96,904.23,317.47,0,0
S0716,2025-12-24 12:00:00,North,Road,Standard,706.95,680.0,17.05,408.6,499.16,907.76,259.58,1,1
S0717,2025-12-25 00:00:00,East,Rail,Standard,272.99,159.0,5.55,23.87,196.21,220.08,18.36,1,0
S0718,2025-12-25 12:00:00,North,Rail,Standard,375.36,1206.1,22.44,249.0,282.36,531.36,185.38,1,0
S0719,2025-12-26 00:00:00,East,Road,Standard,459.98,1332.3,32.21,520.93,426.93,947.86,321.67,0,0
S0720,2025-12-26 12:00:00,West,Air,Standard,395.96,643.9,2.19,790.43,328.39,1118.82,531.1,1,0
S0721,2025-12-27 00:00:00,South,Road,Standard,290.58,395.3,12.81,97.64,292.35,389.98,58.02,1,2
S0722,2025-12-27 12:00:00,South,Road,Standard,306.15,104.2,4.25,27.12,248.81,275.92,16.64,1,0
S0723,2025-12-28 00:00:00,North,Road,Standard,615.83,903.0,24.37,472.67,457.4,930.06,267.03,0,0
S0724,2025-12-28 12:00:00,West,Road,Standard,327.57,1368.4,34.53,381.01,238.42,619.43,265.87,0,0
S0725,2025-12-29 00:00:00,North,Road,Standard,554.13,1029.7,25.74,485.01,429.27,914.28,340.04,0,0
S0726,2025-12-29 12:00:00,North,Road,Standard,319.23,503.2,13.45,136.54,312.26,448.79,101.43,1,0
S0727,2025-12-30 00:00:00,North,Road,Standard,552.53,978.6,25.0,459.61,438.32,897.93,344.92,0,1
S0728,2025-12-30 12:00:00,North,Rail,Standard,344.88,1254.8,24.3,238.02,269.02,507.05,139.67,0,0
S0729,2025-12-31 00:00:00,South,Road,Standard,441.65,734.7,21.16,275.81,347.51,623.32,198.83,1,1
S0730,2025-12-31 12:00:00,South,Road,Express,235.69,1236.8,29.55,247.78,273.8,521.58,143.95,0,0
S0731,2026-01-01 00:00:00,South,Rail,Standard,374.96,612.2,12.46,126.25,316.71,442.97,80.29,1,0
S0732,2026-01-01 12:00:00,North,Road,Express,237.44,548.8,12.48,110.77,237.66,348.43,74.05,1,0
S0733,2026-01-02 00:00:00,North,Rail,Standard,269.66,891.2,18.81,132.17,353.97,486.14,74.2,1,0
S0734,2026-01-02 12:00:00,South,Rail,Standard,280.61,718.4,14.03,110.88,231.54,342.42,64.98,1,0
S0735,2026-01-03 00:00:00,North,Rail,Standard,303.57,1466.6,27.93,244.86,335.58,580.44,149.94,0,0
S0736,2026-01-03 12:00:00,East,Road,Express,521.96,793.9,20.66,352.24,355.12,707.35,204.06,1,0
S0737,2026-01-04 00:00:00,North,Road,Express,264.51,602.4,17.96,135.43,294.95,430.38,103.58,1,1
S0738,2026-01-04 12:00:00,South,Road,Standard,356.41,616.6,18.07,186.8,347.89,534.69,115.13,1,1
S0739,2026-01-05 00:00:00,South,Road,Express,553.39,840.0,22.92,395.11,401.4,796.51,262.86,1,2
S0740,2026-01-05 12:00:00,South,Road,Standard,437.22,558.2,17.2,207.44,305.69,513.12,161.64,1,2
S0741,2026-01-06 00:00:00,North,Road,Standard,127.85,1095.4,27.18,119.04,101.65,220.69,80.99,0,0
S0742,2026-01-06 12:00:00,North,Road,Standard,151.24,595.8,14.7,76.59,175.5,252.09,49.37,1,0
S0743,2026-01-07 00:00:00,West,Road,Express,399.54,600.9,14.55,204.06,363.43,567.49,155.87,1,1
S0744,2026-01-07 12:00:00,North,Road,Standard,257.9,940.8,25.54,206.23,213.35,419.58,123.98,0,2
S0745,2026-01-08 00:00:00,South,Rail,Express,140.44,128.8,5.71,9.95,201.6,211.55,5.88,1,3
S0746,2026-01-08 12:00:00,South,Air,Standard,248.6,996.8,4.61,768.22,190.29,958.51,517.11,1,0
S0747,2026-01-09 00:00:00,South,Road,Standard,406.79,777.3,20.2,268.75,333.21,601.96,174.23,1,0
S0748,2026-01-09 12:00:00,South,Air,Standard,279.07,701.4,4.97,606.81,221.87,828.68,444.98,1,2
S0749,2026-01-10 00:00:00,West,Road,Express,339.83,1090.1,28.72,314.89,303.4,618.29,176.23,0,2
S0750,2026-01-10 12:00:00,West,Air,Standard,291.54,1147.1,4.28,1036.67,257.8,1294.47,717.46,1,0
S0751,2026-01-11 00:00:00,North,Air,Standard,231.47,1275.5,5.03,915.28,193.74,1109.02,653.01,1,1
S0752,2026-01-11 12:00:00,South,Road,Standard,371.44,587.2,15.25,185.4,294.64,480.04,143.41,1,0
S0753,2026-01-12 00:00:00,North,Rail,Standard,132.73,517.5,12.3,37.78,150.97,188.74,22.04,1,2
S0754,2026-01-12 12:00:00,South,Air,Standard,216.91,1082.9,3.25,728.19,180.17,908.37,441.75,1,0
S0755,2026-01-13 00:00:00,East,Air,Standard,476.84,889.4,3.03,1314.75,430.98,1745.74,1005.08,1,1
S0756,2026-01-13 12:00:00,North,Air,Standard,153.75,962.4,4.16,458.72,188.35,647.07,318.83,1,0
S0757,2026-01-14 00:00:00,South,Road,Standard,331.56,851.1,19.2,239.86,203.26,443.12,134.02,1,0
S0758,2026-01-14 12:00:00,West,Road,Standard,268.29,1168.1,29.19,266.39,239.51,505.9,151.25,0,0
S0759,2026-01-15 00:00:00,North,Rail,Express,255.75,317.5,5.54,44.65,301.82,346.48,32.63,1,0
S0760,2026-01-15 12:00:00,South,Road,Standard,498.7,851.3,21.55,360.88,360.02,720.9,245.58,1,0
S0761,2026-01-16 00:00:00,East,Road,Express,545.68,270.8,7.98,125.62,487.53,613.14,85.43,1,2
S0762,2026-01-16 12:00:00,North,Road,Express,190.82,634.6,14.67,102.93,186.4,289.33,77.44,1,0
S0763,2026-01-17 00:00:00,North,Road,Standard,304.79,1009.4,27.37,261.51,310.29,571.8,158.33,0,1
S0764,2026-01-17 12:00:00,North,Road,Standard,114.43,759.9,20.23,73.91,229.58,303.49,43.38,1,0
S0765,2026-01-18 00:00:00,West,Rail,Standard,485.22,594.2,12.14,158.57,407.13,565.7,109.6,1,0
S0766,2026-01-18 12:00:00,North,Road,Standard,323.16,1332.1,31.13,365.9,235.89,601.79,275.51,0,0
S0767,2026-01-19 00:00:00,North,Rail,Standard,148.3,1168.3,23.01,95.29,159.15,254.44,58.22,1,0
S0768,2026-01-19 12:00:00,North,Rail,Standard,222.25,808.4,17.08,98.81,294.89,393.7,69.83,1,0
S0769,2026-01-20 00:00:00,North,Road,Standard,182.17,1427.1,35.23,220.97,183.98,404.96,129.28,0,1
S0770,2026-01-20 12:00:00,East,Road,Standard,215.83,659.6,17.48,121.0,282.61,403.62,71.34,1,1
S0771,2026-01-21 00:00:00,North,Road,Express,120.27,1190.6,29.58,121.72,166.79,288.51,92.18,0,0
S0772,2026-01-21 12:00:00,East,Air,Standard,612.65,285.2,4.64,541.63,463.32,1004.96,312.59,1,2
S0773,2026-01-22 00:00:00,East,Rail,Standard,194.56,457.3,11.61,48.93,164.63,213.56,27.19,1,0
S0774,2026-01-22 12:00:00,West,Road,Express,331.18,533.6,12.27,150.21,274.78,424.99,109.39,1,0
S0775,2026-01-23 00:00:00,North,Road,Standard,405.0,194.5,5.53,66.96,303.36,370.32,42.41,1,0
S0776,2026-01-23 12:00:00,West,Road,Standard,546.06,772.6,18.1,358.62,430.48,789.1,229.96,1,0
S0777,2026-01-24 00:00:00,East,Road,Express,336.77,320.7,9.29,91.8,309.42,401.22,67.38,1,0
S0778,2026-01-24 12:00:00,North,Air,Standard,289.35,965.9,5.09,866.4,299.96,1166.35,512.37,1,0
S0779,2026-01-25 00:00:00,West,Rail,Standard,343.68,317.5,7.79,60.02,286.95,346.97,41.99,1,0
S0780,2026-01-25 12:00:00,West,Road,Standard,190.27,220.3,7.23,35.63,182.79,218.42,22.17,1,0
S0781,2026-01-26 00:00:00,North,Air,Express,198.23,1454.9,2.15,894.03,237.25,1131.28,513.16,1,0
S0782,2026-01-26 12:00:00,West,Road,Standard,286.03,1001.0,25.37,243.38,230.99,474.37,172.34,0,0
S0783,2026-01-27 00:00:00,South,Air,Standard,98.34,1407.2,4.67,429.02,222.62,651.63,267.4,1,0
S0784,2026-01-27 12:00:00,East,Road,Standard,233.95,755.2,20.57,150.19,243.52,393.71,112.54,1,2
S0785,2026-01-28 00:00:00,West,Road,Standard,260.14,88.8,1.99,19.63,248.4,268.03,14.94,1,0
S0786,2026-01-28 12:00:00,South,Air,Standard,758.46,878.6,3.58,2065.73,557.95,2623.68,1539.55,1,0
S0787,2026-01-29 00:00:00,West,Road,Standard,579.92,855.2,21.84,421.53,435.52,857.05,263.1,1,0
S0788,2026-01-29 12:00:00,South,Rail,Express,404.29,61.9,2.72,13.76,267.75,281.5,8.31,1,0
S0789,2026-01-30 00:00:00,West,Air,Standard,491.03,1297.4,5.91,1974.93,342.3,2317.24,1491.75,1,0
S0790,2026-01-30 12:00:00,East,Road,Standard,197.37,945.2,26.41,158.56,276.15,434.71,103.73,0,2
S0791,2026-01-31 00:00:00,North,Road,Standard,348.18,1127.2,27.87,333.61,315.27,648.89,237.79,0,0
S0792,2026-01-31 12:00:00,South,Rail,Standard,462.16,761.1,13.3,193.47,298.52,491.98,143.21,1,0
S0793,2026-02-01 00:00:00,South,Road,Standard,198.29,942.9,23.19,158.92,244.9,403.82,97.55,1,0
S0794,2026-02-01 12:00:00,North,Road,Standard,151.48,415.9,11.38,53.55,178.14,231.69,30.92,1,0
S0795,2026-02-02 00:00:00,North,Road,Standard,383.93,1461.7,37.39,477.01,291.81,768.82,330.91,0,0
S0796,2026-02-02 12:00:00,South,Rail,Standard,160.46,625.1,12.16,55.16,156.74,211.9,37.83,1,0
S0797,2026-02-03 00:00:00,North,Road,Standard,422.12,277.0,8.18,99.39,397.16,496.55,60.84,1,1
S0798,2026-02-03 12:00:00,North,Road,Standard,541.58,121.6,4.01,55.99,329.42,385.42,38.33,1,0
S0799,2026-02-04 00:00:00,East,Rail,Standard,201.54,968.8,17.95,107.39,193.16,300.54,78.58,1,0
S0800,2026-02-04 12:00:00,East,Road,Express,209.52,1475.7,36.84,262.81,240.64,503.46,165.71,0,0
S0801,2026-02-05 00:00:00,East,Rail,Express,533.97,1347.9,27.35,395.84,484.71,880.55,239.78,0,1
S0802,2026-02-05 12:00:00,South,Road,Express,337.66,1065.1,27.19,305.68,330.63,636.32,219.1,0,0
S0803,2026-02-06 00:00:00,West,Air,Express,500.13,1486.3,3.66,2304.34,357.0,2661.34,1683.9,1,0
S0804,2026-02-06 12:00:00,East,Rail,Standard,291.22,1095.3,20.52,175.44,348.99,524.44,135.0,1,1
S0805,2026-02-07 00:00:00,North,Road,Express,302.06,535.3,12.86,137.44,225.15,362.59,80.26,1,0
S0806,2026-02-07 12:00:00,North,Air,Standard,333.39,917.8,4.7,948.54,315.31,1263.84,715.7,1,2
S0807,2026-02-08 00:00:00,East,Road,Standard,683.8,156.5,5.68,90.94,518.04,608.98,66.02,1,0
S0808,2026-02-08 12:00:00,North,Road,Standard,481.55,363.7,10.02,148.85,345.2,494.06,105.9,1,0
S0809,2026-02-09 00:00:00,South,Road,Standard,230.08,649.6,18.56,127.04,277.93,404.97,79.02,1,3
S0810,2026-02-09 12:00:00,West,Rail,Standard,360.38,334.7,6.45,66.33,295.08,361.41,36.82,1,0
S0811,2026-02-10 00:00:00,North,Road,Standard,281.26,1432.1,36.43,342.38,305.97,648.35,228.28,0,0
S0812,2026-02-10 12:00:00,North,Road,Standard,255.75,1493.6,37.5,324.68,177.88,502.56,199.91,0,0
S0813,2026-02-11 00:00:00,West,Road,Express,416.47,581.6,14.26,205.88,364.13,570.01,126.95,1,0
S0814,2026-02-11 12:00:00,East,Road,Standard,376.54,1075.5,30.11,344.21,308.55,652.77,262.72,0,2
S0815,2026-02-12 00:00:00,North,Road,Standard,202.73,635.3,17.95,109.48,283.24,392.72,64.07,1,0
S0816,2026-02-12 12:00:00,West,Road,Standard,333.8,243.7,10.13,69.14,301.61,370.75,52.88,1,2
S0817,2026-02-13 00:00:00,West,Road,Standard,251.84,531.9,12.77,113.86,314.73,428.59,75.82,1,0
S0818,2026-02-13 12:00:00,East,Road,Standard,403.93,380.7,10.71,130.72,365.0,495.72,97.1,1,0
S0819,2026-02-14 00:00:00,East,Road,Standard,246.3,519.0,15.6,108.65,249.73,358.38,66.85,1,0
S0820,2026-02-14 12:00:00,South,Road,Standard,302.96,353.9,10.01,91.14,322.07,413.22,63.42,1,0
S0821,2026-02-15 00:00:00,North,Rail,Standard,259.24,204.0,6.55,29.09,298.32,327.41,19.72,1,1
S0822,2026-02-15 12:00:00,East,Road,Express,130.25,357.4,9.91,39.57,212.87,252.45,30.18,1,0
S0823,2026-02-16 00:00:00,South,Road,Express,667.44,1362.4,32.13,772.93,383.94,1156.87,456.98,0,0
S0824,2026-02-16 12:00:00,East,Road,Standard,332.02,164.4,5.67,46.4,258.39,304.8,27.7,1,0
S0825,2026-02-17 00:00:00,West,Road,Standard,678.63,514.1,14.37,296.58,555.53,852.1,227.85,1,0
S0826,2026-02-17 12:00:00,North,Road,Express,339.32,811.5,22.19,234.06,250.11,484.17,134.01,1,2
S0827,2026-02-18 00:00:00,East,Rail,Standard,452.2,557.6,10.13,138.68,408.42,547.1,96.52,1,0
S0828,2026-02-18 12:00:00,North,Road,Standard,237.74,795.7,20.3,160.79,282.55,443.34,90.68,1,0
S0829,2026-02-19 00:00:00,West,Road,Standard,240.72,103.4,4.57,21.16,219.74,240.89,12.01,1,0
S0830,2026-02-19 12:00:00,North,Road,Standard,323.08,986.9,24.7,271.02,207.91,478.93,186.29,0,0
S0831,2026-02-20 00:00:00,East,Road,Standard,675.7,862.7,26.3,495.47,466.03,961.5,335.34,0,3
S0832,2026-02-20 12:00:00,East,Road,Standard,206.33,1034.2,24.49,181.38,326.99,508.38,123.67,0,0
S0833,2026-02-21 00:00:00,South,Road,Standard,114.2,868.2,22.35,84.28,143.96,228.24,55.53,1,0
S0834,2026-02-21 12:00:00,East,Road,Standard,528.08,679.3,19.98,304.93,374.7,679.63,219.78,1,0
S0835,2026-02-22 00:00:00,East,Road,Standard,465.48,551.2,15.6,218.09,331.12,549.21,169.72,1,0
S0836,2026-02-22 12:00:00,East,Rail,Standard,266.51,370.6,11.82,54.32,321.25,375.57,33.32,1,3
S0837,2026-02-23 00:00:00,West,Air,Express,801.49,770.1,1.54,1913.41,549.89,2463.3,1194.72,1,0
S0838,2026-02-23 12:00:00,West,Road,Standard,818.4,78.0,3.91,54.29,541.95,596.24,33.89,1,0
S0839,2026-02-24 00:00:00,South,Road,Standard,125.52,519.2,14.36,55.4,252.64,308.04,40.19,1,0
S0840,2026-02-24 12:00:00,South,Rail,Standard,234.96,1029.7,23.35,133.07,275.31,408.37,83.84,1,3
S0841,2026-02-25 00:00:00,North,Road,Express,321.95,198.7,8.77,54.38,255.71,310.09,38.38,1,3
S0842,2026-02-25 12:00:00,West,Rail,Standard,398.68,131.8,3.67,28.9,284.21,313.12,18.86,1,0
S0843,2026-02-26 00:00:00,East,Rail,Express,370.44,992.2,20.28,202.15,375.86,578.01,139.44,1,0
S0844,2026-02-26 12:00:00,South,Air,Standard,331.41,620.8,2.54,637.74,303.03,940.77,472.36,1,0
S0845,2026-02-27 00:00:00,North,Air,Standard,190.67,1210.7,1.97,715.58,155.16,870.74,478.17,1,0
S0846,2026-02-27 12:00:00,West,Road,Standard,422.53,1408.5,35.25,505.86,272.15,778.01,333.51,0,0
S0847,2026-02-28 00:00:00,South,Road,Standard,433.99,1437.3,35.53,530.2,308.47,838.67,324.17,0,1
S0848,2026-02-28 12:00:00,East,Road,Express,510.4,661.4,19.69,286.92,344.94,631.87,191.85,1,2
S0849,2026-03-01 00:00:00,North,Road,Express,177.21,425.9,11.33,64.15,125.39,189.54,39.16,1,0
S0850,2026-03-01 12:00:00,West,Road,Standard,297.27,928.6,22.81,234.63,234.02,468.65,174.57,1,0
S0851,2026-03-02 00:00:00,North,Air,Express,260.11,957.2,2.2,771.81,221.7,993.52,493.53,1,0
S0852,2026-03-02 12:00:00,North,Road,Standard,175.52,948.6,23.38,141.52,195.71,337.24,82.04,1,0
S0853,2026-03-03 00:00:00,West,Road,Standard,294.97,509.8,14.0,127.82,358.41,486.23,77.35,1,0
S0854,2026-03-03 12:00:00,West,Rail,Standard,195.53,133.1,3.84,14.31,215.54,229.85,9.63,1,0
S0855,2026-03-04 00:00:00,North,Road,Standard,160.88,346.6,12.64,47.4,200.94,248.34,36.06,1,3
S0856,2026-03-04 12:00:00,South,Road,Express,468.34,265.5,6.05,105.67,400.5,506.18,65.43,1,0
S0857,2026-03-05 00:00:00,East,Air,Standard,265.81,220.9,3.7,182.02,255.52,437.53,111.18,1,1
S0858,2026-03-05 12:00:00,West,Road,Standard,229.3,1392.4,35.1,271.38,264.12,535.5,174.64,0,0
S0859,2026-03-06 00:00:00,South,Road,Standard,569.79,60.2,3.2,29.16,446.01,475.18,22.53,1,0
S0860,2026-03-06 12:00:00,South,Road,Standard,440.19,918.7,21.27,343.74,367.62,711.36,255.88,1,0
S0861,2026-03-07 00:00:00,East,Air,Standard,107.9,1423.3,6.19,476.1,303.84,779.94,278.24,1,2
S0862,2026-03-07 12:00:00,East,Road,Standard,399.93,565.7,15.23,192.3,380.96,573.26,132.91,1,0
S0863,2026-03-08 00:00:00,West,Road,Standard,399.02,809.6,19.69,274.58,290.79,565.37,201.03,1,0
S0864,2026-03-08 12:00:00,East,Road,Standard,288.97,1055.8,25.51,259.34,295.59,554.93,188.45,0,0
S0865,2026-03-09 00:00:00,North,Road,Standard,283.63,503.1,13.2,121.28,240.37,361.65,80.34,1,0
S0866,2026-03-09 12:00:00,West,Air,Standard,138.2,737.4,2.84,315.9,216.09,531.99,226.92,1,0
S0867,2026-03-10 00:00:00,West,Road,Standard,797.01,1233.0,30.81,835.29,496.47,1331.77,571.53,0,0
S0868,2026-03-10 12:00:00,West,Air,Express,294.41,1128.2,4.74,1029.69,232.08,1261.77,614.04,1,0
S0869,2026-03-11 00:00:00,North,Road,Express,389.59,1220.3,32.09,404.11,349.75,753.86,227.47,0,1
S0870,2026-03-11 12:00:00,North,Road,Standard,302.42,1481.5,36.08,380.84,331.23,712.06,241.83,0,0
S0871,2026-03-12 00:00:00,East,Air,Express,231.21,580.7,1.86,416.2,269.78,685.98,234.84,1,0
S0872,2026-03-12 12:00:00,North,Road,Standard,485.56,1130.8,28.17,466.69,425.5,892.19,299.08,0,0
S0873,2026-03-13 00:00:00,West,Road,Standard,355.11,920.1,24.1,277.71,332.13,609.84,205.69,0,0
S0874,2026-03-13 12:00:00,South,Air,Standard,295.63,1013.2,5.68,928.59,290.36,1218.95,691.04,1,2
S0875,2026-03-14 00:00:00,East,Road,Standard,387.59,1120.2,28.02,369.06,310.51,679.57,205.87,0,0
S0876,2026-03-14 12:00:00,West,Road,Express,316.13,1134.6,27.13,304.89,330.46,635.34,172.56,0,0
S0877,2026-03-15 00:00:00,South,Air,Standard,700.93,1333.2,7.5,2896.88,551.63,3448.51,2039.6,1,2
S0878,2026-03-15 12:00:00,South,Road,Standard,477.73,550.0,15.04,223.34,379.91,603.25,148.52,1,0
S0879,2026-03-16 00:00:00,East,Road,Standard,417.87,994.1,23.8,353.09,344.57,697.66,206.33,0,0
S0880,2026-03-16 12:00:00,East,Road,Standard,146.84,449.2,12.06,56.07,272.38,328.45,41.23,1,0
S0881,2026-03-17 00:00:00,South,Road,Standard,424.82,908.1,21.94,327.9,352.73,680.63,196.67,1,0
S0882,2026-03-17 12:00:00,East,Road,Standard,419.79,1136.7,29.52,405.6,354.29,759.89,230.37,0,0
S0883,2026-03-18 00:00:00,West,Rail,Standard,197.3,1194.9,23.65,129.66,250.31,379.97,93.67,0,0
S0884,2026-03-18 12:00:00,South,Road,Standard,145.09,653.4,15.07,80.58,195.4,275.98,55.59,1,0
S0885,2026-03-19 00:00:00,North,Rail,Standard,468.43,782.7,15.55,201.66,340.72,542.38,129.21,1,0
S0886,2026-03-19 12:00:00,South,Road,Standard,496.34,527.4,15.6,222.51,409.99,632.51,157.83,1,2
S0887,2026-03-20 00:00:00,South,Road,Standard,241.34,286.8,8.93,58.83,250.99,309.83,44.69,1,0
S0888,2026-03-20 12:00:00,North,Road,Standard,235.97,420.4,11.03,84.31,332.68,416.99,47.03,1,0
S0889,2026-03-21 00:00:00,North,Rail,Standard,352.17,1371.7,25.03,265.69,349.17,614.87,184.49,0,0
S0890,2026-03-21 12:00:00,East,Road,Standard,265.38,491.1,10.98,110.78,239.16,349.94,66.49,1,0
S0891,2026-03-22 00:00:00,South,Road,Standard,143.44,1463.1,36.85,178.39,231.7,410.09,117.57,0,0
S0892,2026-03-22 12:00:00,West,Air,Standard,196.17,392.6,2.33,238.73,241.75,480.47,154.58,1,0
S0893,2026-03-23 00:00:00,North,Road,Standard,382.81,1095.7,27.97,356.52,389.47,745.99,228.06,0,2
S0894,2026-03-23 12:00:00,North,Road,Standard,201.78,877.9,22.83,150.57,207.38,357.95,89.41,1,1
S0895,2026-03-24 00:00:00,West,Air,Standard,508.26,1057.4,5.66,1666.09,408.03,2074.13,1223.93,1,1
S0896,2026-03-24 12:00:00,West,Road,Express,416.56,980.2,23.58,347.06,344.65,691.71,221.18,1,0
S0897,2026-03-25 00:00:00,South,Road,Express,390.15,1071.9,26.27,355.46,337.22,692.67,268.03,0,0
S0898,2026-03-25 12:00:00,North,Road,Standard,348.64,1362.1,34.66,403.65,271.92,675.56,254.93,0,0
S0899,2026-03-26 00:00:00,North,Road,Standard,226.03,862.7,22.11,165.74,270.23,435.97,123.17,1,0
S0900,2026-03-26 12:00:00,East,Road,Standard,443.78,139.1,5.42,52.45,382.89,435.34,35.42,1,0
S0901,2026-03-27 00:00:00,South,Rail,Express,222.83,435.4,8.52,53.36,300.39,353.75,34.08,1,0
S0902,2026-03-27 12:00:00,North,Road,Standard,521.78,1074.0,25.96,476.34,406.53,882.86,339.12,0,0
S0903,2026-03-28 00:00:00,North,Rail,Standard,648.26,761.3,13.87,271.45,458.01,729.46,198.41,1,0
S0904,2026-03-28 12:00:00,South,Air,Express,354.1,840.9,3.79,923.04,350.27,1273.31,610.14,1,0
S0905,2026-03-29 00:00:00,West,Road,Standard,607.32,911.0,23.36,470.29,418.29,888.58,304.67,1,0
S0906,2026-03-29 12:00:00,East,Rail,Standard,197.55,598.6,13.44,65.04,277.48,342.52,44.41,1,0
S0907,2026-03-30 00:00:00,South,Rail,Standard,418.79,1169.9,21.89,269.46,399.06,668.52,184.47,1,0
S0908,2026-03-30 12:00:00,North,Air,Standard,327.38,1096.4,4.42,1112.69,356.64,1469.33,720.87,1,0
S0909,2026-03-31 00:00:00,North,Road,Standard,472.25,1082.9,27.63,434.68,396.69,831.37,314.82,0,0
S0910,2026-03-31 12:00:00,South,Road,Standard,111.14,1084.4,28.05,102.44,159.24,261.68,65.76,0,1
S0911,2026-04-01 00:00:00,West,Road,Express,458.96,1339.9,31.42,522.73,377.34,900.07,341.96,0,0
S0912,2026-04-01 12:00:00,West,Road,Express,236.76,909.3,23.62,182.99,267.32,450.31,126.12,0,0
S0913,2026-04-02 00:00:00,West,Road,Standard,335.21,1451.9,36.42,413.7,279.16,692.86,321.43,0,0
S0914,2026-04-02 12:00:00,West,Road,Standard,790.38,214.0,5.95,143.78,614.7,758.48,87.7,1,0
S0915,2026-04-03 00:00:00,West,Road,Standard,425.47,962.7,26.49,348.14,380.11,728.25,210.05,0,1
S0916,2026-04-03 12:00:00,West,Air,Standard,399.11,1086.7,4.09,1344.53,299.36,1643.89,794.19,1,0
S0917,2026-04-04 00:00:00,North,Road,Standard,383.76,736.7,21.07,240.33,415.8,656.13,170.29,1,3
S0918,2026-04-04 12:00:00,North,Road,Standard,547.75,460.8,13.87,214.53,425.64,640.18,140.15,1,1
S0919,2026-04-05 00:00:00,South,Road,Standard,479.95,843.1,22.13,343.93,334.74,678.67,219.9,1,0
S0920,2026-04-05 12:00:00,East,Road,Standard,385.79,572.5,15.2,187.75,294.83,482.57,112.07,1,0
S0921,2026-04-06 00:00:00,North,Road,Standard,363.29,1367.3,31.91,422.23,386.76,808.99,318.76,0,0
S0922,2026-04-06 12:00:00,West,Road,Standard,351.82,560.9,14.95,167.74,395.63,563.37,109.35,1,0
S0923,2026-04-07 00:00:00,East,Road,Standard,318.76,296.5,7.96,80.34,340.75,421.09,55.42,1,0
S0924,2026-04-07 12:00:00,East,Road,Express,175.7,881.5,23.25,131.65,276.0,407.65,75.81,1,0
S0925,2026-04-08 00:00:00,North,Road,Standard,421.15,618.1,15.02,221.28,406.38,627.66,127.2,1,0
S0926,2026-04-08 12:00:00,North,Road,Express,248.48,180.0,5.42,38.02,281.73,319.75,21.5,1,0
S0927,2026-04-09 00:00:00,North,Road,Standard,300.3,864.7,20.91,220.71,299.97,520.69,140.04,1,0
S0928,2026-04-09 12:00:00,West,Road,Express,495.38,825.3,20.01,347.49,416.75,764.25,228.92,1,0
S0929,2026-04-10 00:00:00,East,Road,Standard,322.39,292.9,11.68,80.26,330.44,410.69,48.65,1,3
S0930,2026-04-10 12:00:00,East,Road,Standard,310.39,912.6,25.13,240.76,257.34,498.1,151.78,0,0
S0931,2026-04-11 00:00:00,South,Road,Express,354.61,868.3,22.09,261.73,347.97,609.71,144.33,1,0
S0932,2026-04-11 12:00:00,South,Rail,Standard,281.86,1169.5,24.88,181.3,340.66,521.96,114.35,0,2
S0933,2026-04-12 00:00:00,South,Air,Standard,782.12,567.9,0.8,1376.9,540.88,1917.79,795.04,1,0
S0934,2026-04-12 12:00:00,West,Air,Standard,730.16,403.2,1.26,912.61,507.49,1420.1,528.88,1,0
S0935,2026-04-13 00:00:00,West,Road,Standard,720.96,1428.8,36.02,875.58,537.97,1413.55,482.47,0,0
S0936,2026-04-13 12:00:00,North,Road,Standard,384.37,859.4,21.52,280.77,302.17,582.94,199.4,1,0
S0937,2026-04-14 00:00:00,West,Road,Standard,240.73,79.6,3.49,16.29,193.14,209.44,12.45,1,1
S0938,2026-04-14 12:00:00,North,Rail,Express,501.73,1238.2,22.49,341.69,447.6,789.29,236.78,1,0
S0939,2026-04-15 00:00:00,West,Rail,Standard,282.92,327.3,6.56,50.92,255.31,306.24,29.14,1,0
S0940,2026-04-15 12:00:00,North,Rail,Standard,522.72,1187.6,23.45,341.43,408.33,749.76,265.51,1,0
S0941,2026-04-16 00:00:00,North,Air,Standard,235.2,1069.5,4.12,779.83,221.91,1001.73,603.89,1,0
S0942,2026-04-16 12:00:00,West,Road,Express,397.58,1454.5,33.74,491.53,396.12,887.65,323.27,0,0
S0943,2026-04-17 00:00:00,North,Rail,Standard,557.88,1449.7,26.94,444.83,465.22,910.05,255.69,0,0
S0944,2026-04-17 12:00:00,South,Rail,Standard,290.63,440.6,8.71,70.43,269.01,339.45,50.42,1,0
S0945,2026-04-18 00:00:00,South,Road,Standard,290.12,1159.0,30.05,285.82,226.47,512.29,220.4,0,0
S0946,2026-04-18 12:00:00,North,Air,Standard,152.73,502.6,1.38,237.96,188.39,426.35,173.5,1,0
S0947,2026-04-19 00:00:00,East,Road,Express,238.78,958.6,26.9,194.57,276.99,471.56,134.95,0,2
